Price,Make,Model,Year,Mileage,Transmission,Fuel type,Engine capacity,Condition
"13,100,000",Toyota,Premio,2017,"185,000",Automatic,Hybrid,1500,Registered
"2,450,000",Toyota,Carina,2002,0,Manual,Petrol,700,Registered
"13,500,000",Toyota,Premio,2016,"112,000",Automatic,Petrol,1800,Registered
"3,850,000",Toyota,Corolla,1997,"187,000",Automatic,Petrol,1500,Registered
"13,500,000",Toyota,Premio,2017,"67,000",Automatic,Petrol,1490,Registered
"6,350,000",Toyota,Corolla,2008,0,Manual,Petrol,1600,Registered
"2,700,000",Toyota,Sprinter,1994,827,Manual,Petrol,1500,Registered
"3,900,000",Toyota,Carina,1996,"410,000",Manual,Diesel,1500,Registered
"8,850,000",Toyota,Vitz,2019,"28,500",Automatic,Petrol,1330,Registered
"7,200,000",Toyota,Aqua,2013,"215,000",Manual,Petrol,0,Registered
"15,500,000",Toyota,Premio,2019,"78,000",Automatic,Petrol,1490,Registered
"7,000,000",Toyota,Aqua,2013,"120,000",Automatic,Petrol,1500,Registered
"8,500,000",Toyota,Aqua,2015,"143,641",Automatic,Petrol,1490,Registered
"875,000",Toyota,Caldina,1983,"120,000",Manual,Petrol,1200,Registered
"6,550,000",Toyota,Aqua,2012,"198,000",Automatic,Petrol,1000,Registered
"4,300,000",Toyota,Corolla,1997,"237,000",Automatic,Petrol,1500,Registered
"9,300,000",Toyota,Allion,2010,"140,000",Automatic,Petrol,1800,Registered
"7,800,000",Toyota,Vitz,2018,"92,000",Automatic,Petrol,1500,Registered
"7,300,000",Toyota,Tank,2017,0,Automatic,Petrol,1200,Registered
"2,590,000",Toyota,Corolla,1991,"300,000",Manual,Diesel,2000,Registered
"7,675,000",Toyota,Vitz,2018,"68,000",Automatic,Petrol,1500,Registered
"10,200,000",Toyota,Yaris,2025,0,Automatic,Petrol,1000,Registered
"7,150,000",Toyota,Vitz,2016,"75,000",Automatic,Petrol,1000,Registered
"4,850,000",Toyota,Camry,2002,"183,000",Automatic,Petrol,1998,Registered
"11,690,000",Toyota,Premio,2015,"112,000",Automatic,Petrol,1490,Registered
"8,500,000",Toyota,Prius,2011,"214,000",Automatic,Hybrid,1800,Registered
"10,400,000",Toyota,Premio,2013,"16,700,000",Automatic,Petrol,1500,Registered
"7,300,000",Toyota,Axio,2008,"210,000",Automatic,Petrol,1500,Registered
"5,300,000",Toyota,Vitz,2008,"128,000",Automatic,Petrol,1000,Registered
"7,500,000",Toyota,Aqua,2012,"125,000",Automatic,Petrol,1000,Registered
"7,400,000",Toyota,Allion,2008,"168,000",Automatic,Petrol,1500,Registered
"8,000,000",Toyota,Passo,2023,"6,600",Automatic,Petrol,660,Registered
"5,850,000",Toyota,Vitz,2009,"111,370",Automatic,Petrol,990,Registered
"9,800,000",Toyota,Yaris,2023,123,Automatic,Hybrid,1000,Registered
"16,700,000",Toyota,Prius,2023,0,Automatic,Hybrid,1800,Registered
"7,500,000",Toyota,Aqua,2013,"110,000",Automatic,Hybrid,1000,Registered
"11,450,000",Toyota,Axio,2016,"102,500",Automatic,Hybrid,1500,Registered
"14,800,000",Toyota,Premio,2018,"94,000",Automatic,Petrol,1200,Registered
"7,150,000",Toyota,Allion,2010,0,Manual,Petrol,1700,Registered
"8,500,000",Toyota,Vitz,2016,"81,000",Automatic,Petrol,1000,Registered
"15,500,000",Toyota,Premio,2017,"130,000",Automatic,Petrol,1500,Registered
"9,690,000",Toyota,Yaris,2023,"18,500",Automatic,Petrol,996,Registered
"15,500,000",Toyota,Premio,2018,"29,000",Manual,Petrol,1800,Registered
"8,900,000",Toyota,Prius,2011,"200,000",Automatic,Hybrid,1800,Registered
"6,750,000",Toyota,Prius,2008,"178,000",Automatic,Hybrid,1500,Registered
"9,800,000",Toyota,Yaris,2024,"7,000",Automatic,Petrol,1000,Registered
"9,600,000",Toyota,Prius,2012,"1,340,000",Automatic,Petrol,1800,Registered
"2,875,000",Toyota,Starlet,1998,"200,000",Automatic,Diesel,1450,Registered
"12,150,000",Toyota,Premio,2014,"77,421",Automatic,Petrol,1400,Registered
"2,500,000",Toyota,Corolla,1997,"185,000",Automatic,Petrol,1330,Registered
"9,200,000",Toyota,Yaris,2023,"2,500",Automatic,Hybrid,690,Registered
"7,000,000",Toyota,Vitz,2015,0,Automatic,Petrol,990,Registered
"8,100,000",Toyota,Prius,2013,"140,000",Automatic,Petrol,1300,Registered
"7,200,000",Toyota,Vitz,2016,"88,000",Automatic,Petrol,1320,Registered
"9,500,000",Toyota,Prius,2014,"132,000",Automatic,Petrol,1200,Registered
"8,300,000",Toyota,Vitz,2019,"49,000",Automatic,Petrol,1200,Registered
"6,200,000",Toyota,Aqua,2012,"153,000",Automatic,Petrol,1490,Registered
"7,800,000",Toyota,Allion,2007,"260,000",Automatic,Petrol,1500,Registered
"8,300,000",Toyota,Aqua,2015,"105,000",Automatic,Petrol,1000,Registered
"5,375,000",Toyota,Vitz,2007,"150,000",Automatic,Petrol,1000,Registered
"4,975,000",Toyota,Passo,2010,"200,000",Automatic,Petrol,1000,Registered
"6,000,000",Toyota,Yaris,2006,"190,000",Automatic,Petrol,1300,Registered
"7,800,000",Toyota,Aqua,2015,"124,000",Automatic,Hybrid,1500,Registered
"10,250,000",Toyota,Axio,2015,"137,000",Automatic,Petrol,1500,Registered
"8,500,000",Toyota,Premio,2008,"128,000",Automatic,Petrol,1500,Registered
"7,250,000",Toyota,Axio,2007,"160,000",Automatic,Petrol,1500,Registered
"11,750,000",Toyota,Axio,2017,"121,000",Automatic,Hybrid,1500,Registered
"Rs. 8,250,000",Toyota,PASSO XL,2023,"41,500 km",Automatic,Petrol,1000,Unregistered (Recondition)
"Rs. 8,950,000",Toyota,Allion,2010,"168,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 12,925,000",Toyota,Raize Z Grade 1 2cc,2023,"4,346 km",Automatic,Petrol,1200,Unregistered (Recondition)
"Rs. 12,300,000",Toyota,Premio,2013,"134,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 28,500,000",Toyota,HIACE GDH223B,2025,"5,000 km",Automatic,Diesel,2750,Registered (Used)
"Rs. 58,000,000",Toyota,Land Cruiser,2024,"14,000 km",Automatic,Petrol,2700,Registered (Used)
"Rs. 10,750,000",Toyota,Premio G Superior,2013,"143,800 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 6,050,000",Toyota,TownAce,1997,-,Automatic,Diesel,-,Registered (Used)
"Rs. 8,600,000",Toyota,Dolphin Super GL,1994,-,Automatic,Diesel,-,Registered (Used)
"Rs. 7,900,000",Toyota,Axio,2011,"200,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 7,350,000",Toyota,Allion 240,2006,"206,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 5,800,000",Toyota,Verossa,2001,"178,000 km",Automatic,Petrol,2000,Registered (Used)
"Rs. 16,900,000",Toyota,Premio,2018,"68,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 8,050,000",Toyota,Vitz,2018,"112,050 km",Automatic,Petrol,1000,Registered (Used)
"Rs. 1,350,000",Toyota,Axio,2019,"145,000 km",Automatic,Petrol,1800,Registered (Used)
Rs. 3,Toyota,TownAce,1991,"1,235 km",Manual,Diesel,2480,Registered (Used)
Rs. 142,Toyota,Fortuner,2007,"245,000 km",Automatic,Diesel,3000,Registered (Used)
"Rs. 6,950,000",Toyota,L HDolphin 113,1990,1 km,Manual,Diesel,-,Registered (Used)
"Rs. 7,100,000",Toyota,Axio,2008,"170,000 km",Automatic,Petrol,1,Registered (Used)
"Rs. 9,200,000",Toyota,Premio,2007,"138,000 km",Automatic,Petrol,1800,Registered (Used)
"Rs. 1,000,000",Toyota,LiteAce,1985,"13,800 km",Manual,Petrol,1300,Registered (Used)
"Rs. 8,900,000",Toyota,Axio,2014,"190,000 km",Automatic,Hybrid,-,Registered (Used)
"Rs. 10,800,000",Toyota,Axio,2015,"105,000 km",Automatic,Hybrid,1500,Registered (Used)
"Rs. 11,000,000",Toyota,Yaris G Graed,2025,866 km,Automatic,Petrol,1000,Registered (Used)
"Rs. 8,950,000",Toyota,Roomy,2023,"20,000 km",Automatic,Petrol,1000,Unregistered (Recondition)
"Rs. 8,600,000",Toyota,Vitz Safety Edition,2019,"94,000 km",Automatic,Petrol,996,Registered (Used)
"Rs. 11,300,000",Toyota,Prius,2012,"160,000 km",Automatic,Hybrid,1800,Registered (Used)
"Rs. 3,450,000",Toyota,Corolla Ae110,1997,"100,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 14,700,000",Toyota,Premio G SUPERIOR,2016,"100,800 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 18,800,000",Toyota,KDH 201 GL,2011,"250,000 km",Automatic,Diesel,2980,Registered (Used)
"Rs. 1,450,000",Toyota,At150,1986,"190,000 km",Manual,Petrol,1500,Registered (Used)
"Rs. 9,850,000",Toyota,Prius,2012,"168,019 km",Automatic,Hybrid,1790,Registered (Used)
"Rs. 6,250,000",Toyota,Vitz,2009,"187,000 km",Automatic,Petrol,1300,Registered (Used)
"Rs. 7,450,000",Toyota,Premio G Superior,2007,"1,151,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 900,000",Toyota,Starlet,1991,"145,000 km",Manual,Diesel,1450,Registered (Used)
"Rs. 10,200,000",Toyota,Dolphin,1996,"185,000 km",Manual,Diesel,2850,Registered (Used)
"Rs. 3,500,000",Toyota,Hilux Ln65,1985,"123,456 km",Manual,Diesel,2500,Registered (Used)
"Rs. 2,050,000",Toyota,Vista Turbo,1994,"10,000 km",Automatic,Diesel,2000,Registered (Used)
"Rs. 6,600,000",Toyota,Noah KR42,2000,2 km,Automatic,Diesel,2180,Registered (Used)
"Rs. 15,800,000",Toyota,Premio,2017,"130,000 km",Automatic,Petrol,1490,Registered (Used)
"Rs. 7,850,000",Toyota,Dolphin High Roof 125,1992,"517,500 km",Manual,Diesel,3,Unregistered (Recondition)
"Rs. 6,300,000",Toyota,Corolla 141 Lx,2008,"180,000 km",Automatic,Petrol,1600,Registered (Used)
"Rs. 16,675,000",Toyota,KDH 200 GL,2006,"195,400 km",Automatic,Diesel,2500,Registered (Used)
"Rs. 8,550,000",Toyota,Vitz,2018,"44,200 km",Automatic,Petrol,1000,Registered (Used)
"Rs. 6,400,000",Toyota,Vitz,2010,"129,000 km",Automatic,Petrol,1300,Registered (Used)
"Rs. 2,650,000",Toyota,Carina,1992,"290,000 km",Automatic,Diesel,2000,Registered (Used)
"Rs. 7,475,000",Toyota,RAV4 4WD,2007,"216,500 km",Automatic,Petrol,2400,Registered (Used)
"Rs. 3,250,000",Toyota,Duet,2000,"222,354 km",Automatic,Petrol,1000,Registered (Used)
"Rs. 1,295,000",Toyota,Dx Wagon,1987,"256,000 km",Manual,Petrol,1500,Registered (Used)
"Rs. 4,200,000",Toyota,Starlet EP91,1998,"170,000 km",Automatic,Petrol,1300,Registered (Used)
Rs. 82,Toyota,Hilux LN109 SSRX,1997,"267,000 km",Manual,Diesel,2800,Registered (Used)
"Rs. 5,300,000",Toyota,Vitz,2008,"160,000 km",Automatic,Petrol,1000,Registered (Used)
"Rs. 12,650,000",Toyota,Allion Gplus,2016,"119,500 km",Automatic,Petrol,1500,Registered (Used)
Rs. 100,Toyota,Land Cruiser V8 ZX,2016,150 km,Automatic,Petrol,4600,Registered (Used)
"Rs. 9,000,000",Toyota,Prius S Touring,2009,"209,000 km",Automatic,Hybrid,1790,Registered (Used)
"Rs. 8,300,000",Toyota,Vitz,2019,"142,000 km",Automatic,Hybrid,990,Registered (Used)
"Rs. 3,475,000",Toyota,TownAce,1990,-,Manual,Diesel,1970,Registered (Used)
"Rs. 5,975,000",Toyota,Yaris,2008,"154,000 km",Automatic,Petrol,1300,Registered (Used)
"Rs. 5,890,000",Toyota,Passo KGC30,2013,"144,000 km",Automatic,Petrol,1000,Registered (Used)
"Rs. 7,790,000",Toyota,Aqua G Grade,2013,"103,000 km",Automatic,Hybrid,1500,Registered (Used)
"Rs. 8,850,000",Toyota,Aqua X Urban,2016,"126,000 km",Automatic,Hybrid,1490,Registered (Used)
"Rs. 44,000,000",Toyota,Land Cruiser,2016,"90,000 km",Automatic,Diesel,2800,Registered (Used)
"Rs. 4,250,000",Toyota,HIACE,1999,"100,000 km",Manual,Diesel,2500,Registered (Used)
"Rs. 6,350,000",Toyota,Belta,2007,"191,000 km",Automatic,Petrol,1300,Registered (Used)
"Rs. 8,475,000",Toyota,AQUA URBAN,2015,"118,000 km",Automatic,Hybrid,1500,Registered (Used)
"Rs. 5,300,000",Toyota,Dyna,2000,"10,000 km",Manual,Diesel,4899,Registered (Used)
"Rs. 2,950,000",Toyota,CM 51,1997,"200,000 km",Manual,Diesel,1970,Registered (Used)
"Rs. 39,000,000",Toyota,Land Cruiser Prado Frontier,2017,"66,000 km",Automatic,Petrol,2700,Registered (Used)
"Rs. 16,850,000",Toyota,Land Cruiser Prado 120,2007,"221,000 km",Automatic,Petrol,3998,Registered (Used)
"Rs. 9,450,000",Toyota,Prius S Touring,2011,"204,000 km",Automatic,Hybrid,1790,Registered (Used)
"Rs. 12,450,000",Toyota,Axio,2020,"108,500 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 16,500,000",Toyota,KDH,2008,"122,000 km",Automatic,Petrol,-,Registered (Used)
"Rs. 11,250,000",Toyota,Axio,2017,"98,200 km",Automatic,Hybrid,1500,Registered (Used)
"Rs. 4,450,000",Toyota,Carina,1997,"198,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 3,490,000",Toyota,Cynos,1993,"146,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 10,450,000",Toyota,Axio,2017,"98,200 km",Automatic,Hybrid,1500,Registered (Used)
"Rs. 4,675,000",Toyota,Townce,2002,"100,000 km",Manual,Diesel,2100,Registered (Used)
"Rs. 4,850,000",Toyota,Vios,2005,"124,000 km",Manual,Petrol,1500,Registered (Used)
"Rs. 2,500,000",Toyota,CR26,1991,"11,111 km",Manual,Diesel,1850,Registered (Used)
"Rs. 4,750,000",Toyota,Carina,2000,"125,366 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 1,250,000",Toyota,Liteace,1986,1 km,Manual,Diesel,2,Registered (Used)
"Rs. 5,975,000",Toyota,Vitz U Grade,2008,"69,942 km",Automatic,Petrol,1300,Registered (Used)
"Rs. 4,990,000",Toyota,Crown,1996,"69,000 km",Automatic,Diesel,2500,Registered (Used)
"Rs. 3,995,000",Toyota,Vitz,1999,123 km,Automatic,Petrol,990,Registered (Used)
"Rs. 2,735,000",Toyota,Corolla Elephant Back EE 107,1993,"110,000 km",Manual,Petrol,1500,Registered (Used)
"Rs. 1,595,000",Toyota,EE 90 Special,1990,1 km,Manual,Petrol,1300,Registered (Used)
"Rs. 18,900,000",Toyota,Hilux Rocco,2018,"125,000 km",Automatic,Diesel,2800,Registered (Used)
"Rs. 6,995,000",Toyota,Aqua G Grade,2012,"172,000 km",Automatic,Hybrid,1500,Registered (Used)
"Rs. 5,750,000",Toyota,Yaris,2008,"158,000 km",Manual,Petrol,1300,Registered (Used)
"Rs. 9,450,000",Toyota,Axio G Grade,2015,"135,000 km",Automatic,Hybrid,1500,Registered (Used)
"Rs. 5,950,000",Toyota,Noah,2005,"182,475 km",Automatic,Diesel,1900,Registered (Used)
"Rs. 5,850,000",Toyota,Noah Super GL,1998,"150,000 km",Manual,Diesel,2000,Registered (Used)
"Rs. 10,950,000",Toyota,Dolphin LH113,1997,1 km,Manual,Diesel,2700,Registered (Used)
"Rs. 14,550,000",Toyota,KDH,2006,"305,000 km",Manual,Diesel,2500,Registered (Used)
"Rs. 5,890,000",Toyota,Corolla 121 Dicky Light,2005,"199,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 8,750,000",Toyota,Vitz Edition 3,2019,"41,000 km",Automatic,Petrol,1000,Registered (Used)
"Rs. 6,850,000",Toyota,Axio X Grade,2007,"180,460 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 6,850,000",Toyota,Aqua,2012,"165,000 km",Automatic,Hybrid,1500,Registered (Used)
"Rs. 16,500,000",Toyota,KDH,2006,"310,000 km",Automatic,Diesel,2990,Registered (Used)
"Rs. 19,950,000",Toyota,Land Cruiser Sahara 100 VX V8,2004,"79,200 km",Manual,Diesel,4200,Registered (Used)
"Rs. 6,950,000",Toyota,Pixis,2024,"8,500 km",Automatic,Petrol,660,Unregistered (Recondition)
"Rs. 7,200,000",Toyota,Vitz,2016,"81,000 km",Automatic,Petrol,990,Registered (Used)
"Rs. 21,000,000",Toyota,KDH,2026,45 km,Manual,Diesel,3000,Registered (Used)
"Rs. 5,500,000",Toyota,Vitz,2010,"169,000 km",Automatic,Petrol,1000,Registered (Used)
"Rs. 10,550,000",Toyota,Premio,2013,"189,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 13,600,000",Toyota,RAIZE,2024,"5,000 km",Automatic,Hybrid,1200,Unregistered (Recondition)
"Rs. 37,500,000",Toyota,Prado,2016,"135,000 km",Automatic,Petrol,2700,Registered (Used)
"Rs. 17,850,000",Toyota,KDH 200 Super GL,2007,"300,000 km",Automatic,Diesel,2500,Registered (Used)
"Rs. 2,600,000",Toyota,Corolla Ke72,1986,-,Manual,Petrol,1300,Registered (Used)
"Rs. 6,650,000",Toyota,Allion,2002,"250,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 14,600,000",Toyota,RAIZE,2026,10 km,Automatic,Hybrid,1200,Unregistered (Recondition)
"Rs. 12,650,000",Toyota,Raize,2025,"1,200 km",Automatic,Petrol,1000,Registered (Used)
"Rs. 13,500,000",Toyota,KDH,2004,"450,000 km",Manual,Diesel,2480,Registered (Used)
"Rs. 3,000,000",Toyota,Dyna,1995,-,Manual,Diesel,2440,Registered (Used)
"Rs. 6,400,000",Toyota,Hiace,1989,"180,000 km",Manual,Diesel,2240,Registered (Used)
"Rs. 4,050,000",Toyota,Shell,1984,1 km,Manual,Diesel,2440,Registered (Used)
"Rs. 8,150,000",Toyota,Axio,2011,"210,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 6,875,000",Toyota,Townace Noah CR41,2002,"233,500 km",Automatic,Diesel,-,Registered (Used)
"Rs. 1,200,000",Toyota,Carina,1987,"108,986 km",Manual,Petrol,1500,Registered (Used)
"Rs. 7,450,000",Toyota,Vitz Safety Edition,2018,"98,771 km",Automatic,Petrol,1000,Registered (Used)
"Rs. 9,600,000",Toyota,Dolphin,1994,0 km,Manual,Diesel,2770,Registered (Used)
"Rs. 27,200,000",Toyota,GDH,2025,"13,000 km",Automatic,Diesel,2800,Registered (Used)
"Rs. 4,200,000",Toyota,Townace,1997,"148,000 km",Automatic,Diesel,1970,Registered (Used)
"Rs. 3,350,000",Toyota,CE110,1996,1 km,Automatic,Diesel,1980,Registered (Used)
"Rs. 3,275,000",Toyota,SPRINTER,1995,"307,400 km",Automatic,Petrol,1330,Registered (Used)
"Rs. 6,895,000",Toyota,Townace,2006,"135,000 km",Manual,Petrol,1790,Registered (Used)
"Rs. 9,500,000",Toyota,Prius,2011,"134,000 km",Automatic,Hybrid,1800,Registered (Used)
"Rs. 15,000,000",Toyota,Hilux,2015,75 km,Manual,Diesel,2,Registered (Used)
"Rs. 1,975,000",Toyota,Ke72,1987,1 km,Manual,Petrol,1290,Registered (Used)
"Rs. 7,500,000",Toyota,Aqua,2013,"138,000 km",Automatic,Hybrid,1500,Registered (Used)
"Rs. 4,500,000",Toyota,Dyna,2001,1 km,Manual,Diesel,3000,Registered (Used)
"Rs. 8,800,000",Toyota,Prius 3rd Generation,2011,"243,000 km",Automatic,Hybrid,1790,Registered (Used)
"Rs. 11,200,000",Toyota,Prius S Touring,2013,"240,000 km",Automatic,Hybrid,1800,Registered (Used)
"Rs. 5,975,000",Toyota,Corolla 121,2002,0 km,Automatic,Petrol,1500,Registered (Used)
"Rs. 13,940,000",Toyota,CHR,2019,"83,000 km",Automatic,Petrol,1190,Registered (Used)
"Rs. 3,675,000",Toyota,Shell,1987,1 km,Manual,Diesel,-,Registered (Used)
"Rs. 1,550",Toyota,Tercel,1992,"12,345 km",Manual,Diesel,1450,Registered (Used)
"Rs. 2,450,000",Toyota,Corolla DX,1996,"365,000 km",Automatic,Diesel,1974,Registered (Used)
"Rs. 11,550,000",Toyota,Axio,2017,"97,000 km",Automatic,Hybrid,-,Registered (Used)
"Rs. 9,600,000",Toyota,Hilux,2009,"189,000 km",Automatic,Diesel,2500,Registered (Used)
"Rs. 7,000,000",Toyota,Vitz KSP130,2014,"110,000 km",Automatic,Petrol,660,Registered (Used)
"Rs. 10,200,000",Toyota,Axio G Grade,2016,"145,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 5,600,000",Toyota,Noah CR41,1998,"218,000 km",Automatic,Diesel,1970,Registered (Used)
"Rs. 7,750,000",Toyota,Vitz Safety Edition,2017,"82,000 km",Automatic,Petrol,1000,Registered (Used)
"Rs. 3,275,000",Toyota,Sprinter,1997,"160,000 km",Automatic,Petrol,1330,Registered (Used)
"Rs. 1,875,000",Toyota,Corolla,1991,"200,000 km",Manual,Diesel,1830,Registered (Used)
"Rs. 6,475,000",Toyota,Dolphin 113,1989,"286,712 km",Manual,Diesel,2770,Registered (Used)
"Rs. 13,400,000",Toyota,Allion,2016,"150,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 6,900,000",Toyota,Townace,2000,"117,000 km",Automatic,Petrol,1800,Registered (Used)
"Rs. 6,875,000",Toyota,Avanza,2011,"145,000 km",Manual,Petrol,1500,Registered (Used)
"Rs. 5,225,000",Toyota,Vios,2003,"220,000 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 9,500,000",Toyota,Harrier,2008,"153,000 km",Automatic,Petrol,2400,Registered (Used)
"Rs. 4,500,000",Toyota,Dyna 15B,2004,"12,345 km",Manual,Diesel,4100,Registered (Used)
"Rs. 5,350,000",Toyota,Vitz,2007,"146,000 km",Automatic,Petrol,1000,Registered (Used)
"Rs. 28,500,000",Toyota,Hilux Gr Sports,2025,"9,000 km",Automatic,Diesel,2800,Registered (Used)
"Rs. 6,165,000",Toyota,Yaris,2008,"146,000 km",Automatic,Petrol,1300,Registered (Used)
"Rs. 15,500,000",Toyota,Land Cruiser Prado 120,2007,"140,000 km",Automatic,Petrol,2700,Registered (Used)
"Rs. 27,000,000",Toyota,Land Cruiser Prado 150,2010,"134,000 km",Automatic,Petrol,2700,Registered (Used)
"Rs. 8,650,000",Toyota,HIACE,1995,-,Manual,Diesel,3000,Registered (Used)
"Rs. 3,650,000",Toyota,Shell,1989,"150,000 km",Manual,Diesel,2200,Registered (Used)
"Rs. 3,950,000",Toyota,Starlet EP91,1997,"220,000 km",Automatic,Petrol,1300,Registered (Used)
"Rs. 16,500,000",Toyota,KDH,2011,"210,000 km",Automatic,Diesel,3000,Registered (Used)
"Rs. 16,600,000",Toyota,Land Cruiser Sahara Cygnus,2006,"330,000 km",Automatic,Petrol,4000,Registered (Used)
"Rs. 3,300,000",Toyota,TownAce,1990,"300,000 km",Manual,Diesel,-,Registered (Used)
"Rs. 1,350,000",Toyota,Dyna,1981,-,Manual,Diesel,2400,Registered (Used)
"Rs. 4,150,000",Toyota,Passo KGC 10,2005,"194,000 km",Automatic,Petrol,1000,Antique
"Rs. 2,750,000",Toyota,TOYOACE,1994,"250,000 km",Manual,Diesel,2000,Registered (Used)
"Rs. 6,550,000",Toyota,Prius 2nd Gen,2008,"107,000 km",Automatic,Hybrid,1500,Registered (Used)
"Rs. 10,600,000",Toyota,Axio,2015,"135,000 km",Automatic,Hybrid,1500,Registered (Used)
"Rs. 7,550,000",Toyota,Allion,2006,"229,999 km",Automatic,Petrol,1500,Registered (Used)
"Rs. 10,600,000",Toyota,Prius,2014,"154,000 km",Automatic,Hybrid,1800,Registered (Used)
"Rs. 3,000,000",Toyota,Soluna,2005,"172,000 km",Manual,Petrol,1498,Registered (Used)
"Rs. 14,600,000",Toyota,Hilux,2015,"200,000 km",Manual,Diesel,2500,Registered (Used)
"Rs. 5,500,000",Toyota,Prado,2008,"200,000 km",Automatic,Diesel,2500,Registered (Used)
"Rs. 2,445,000",Toyota,Townace,1988,"111,122 km",Manual,Diesel,2000,Registered (Used)
"Rs. 8,950,000",Toyota,Roomy,2023,"47,000 km",Automatic,Petrol,1000,Registered (Used)
"Rs. 1,750,000",Toyota,KE72,1986,"10,000 km",Manual,Petrol,1500,Registered (Used)
"Rs. 650,000",Toyota,Corolla,1976,-,Manual,Petrol,1300,Registered (Used)
"Rs. 1,075,000",Toyota,Lh30,1985,"87,000 km",Manual,Diesel,2000,Registered (Used)
"Rs. 14,000,000",Toyota,CHR DBA NGX 10,2018,"70,000 km",Automatic,Petrol,1200,Registered (Used)
